Title,Text,Label
COA: Allowances for public health workers are subject to conditions,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. PHILHEALTH. A Philippine Health Insurance Corporation office on September 26, 2023. Jire Carreon/Rappler MANILA, Philippines – Allowances for public health workers (PHWs) are subject to other conditions, the Commission on Audit emphasized as it affirmed with finality its January 31, 2020 decision upholding the notice of disallowance (ND) it issued to the Philippine Health Insurance Corporation (PhilHealth). The ND came after PhilHealth gave its employees cash perks — hazard pay, subsistence allowance, and laundry allowance — totaling P95.462 million in 2014. The state insurer sought to have its ND lifted. Jose Mari Tolentino, senior vice president of PhilHealth’s legal sector, said the Supreme Court classified the state insurer’s personnel as PHWs and are therefore entitled to certain cash perks under the National Health Insurance Act (RA No. 7875). However, PhilHealth’s motion for reconsideration was denied by COA last week, with the Commission saying the state insurer was merely rehashing old arguments that have already been considered and overruled. “It is the consistent position of this Commission that even if they are PHWs, the entitlement to the benefits is not absolute as it is subject to the other conditions under RA No. 7305 or the Magna Carta of PHWs and its Implementing Rules and Regulations (IRR),” the 15-page COA ruling read. For a PHW to qualify for hazard pay, they must be assigned in hospitals or health facilities that handle contagious or communicable diseased, working within radiation-exposed areas, chemical and medical laboratories working on infectious specimen, conflict zones, or correction and drug rehabilitation centers where there may be risks of physical harm. Subsistence allowance, meanwhile, is only given to PHWs who are on-call “at any and all times” while assigned to a government hospital or any government institution. “The [High] Court has previously discussed that the award of WESA (welfare support allowance) or subsistence allowance is not a blanket award to PHWs and that it is granted only to those who meet the requirements of RA No. 7305 and its IRR, and thus, a sweeping grant of the same justifies its disallowance,” the Commission said. Meanwhile, laundry allowance is only given to PHWs who work in health-related establishments. –Rappler.com How does this make you feel? follow us",Real
Duterte 'unfit for trial'? Lawyer asks ICC to pause hearings 'indefinitely',"MANILA, Philippines — Detained former president Rodrigo Duterte cannot stand trial before the International Criminal Court (ICC) due to “cognitive impairment in multiple domains,” his lawyer Nicholas Kauffman said. In a pleading submitted to ICC Pre-Trial Chamber 1 on September 11, Kauffman asked the chamber to “adjourn hearings indefinitely” due to Duterte’s condition, which he said “will not improve.” “Mr. Rodrigo Roa Duterte is not fit to stand trial as a result of cognitive impairment in multiple domains. Mr. Duterte’s condition will not improve, and, for this reason, the Pre-Trial Chamber must adjourn all legal proceedings in his case indefinitely,” Kauffman’s plea read. Kauffman said there is no need for an additional medical examination of Duterte, citing the pre-trial chamber’s discretion under the law. He also argued that the extensive medical information already provided to the court and shared with the prosecution and Office of Public Counsel for Victims is sufficient. “All of the medical information collated leads to the overwhelming conclusion that Mr Duterte suffers from significant cognitive deficiencies that affect his memory, his daily executive functioning, his visuoconstructive abilities, and his orientation to place and time, while, simultaneously, limiting his capacity for complex reasoning,” Kauffman said. “The aforementioned cognitive deficiencies have been diagnosed not just by the two Defence experts but also by a neuropsychologist instructed by the Medical Officer at the ICC Detention Centre at the specific request of the Registrar. For this reason, the medical data presented to the Pre-Trial Chamber is neither partisan nor self-serving,” it added. Kauffman also included findings from the unnamed neuropsychologist, saying the former president “lacks the capacity to remember, assimilate and apply information to be able to give his lawyers effective instructions.” “He will not be able to fluently recall information from the period relevant to the case, such as to be able to testify. To conclude, Mr. D. will not be able to meaningfully engage with the legal process and is unfit to stand trial,” the report read. Despite this claim, Vice President Sara Duterte has spoken with her detained father several times and shared his “message” with overseas Filipino workers in the Netherlands. The vice president revealed that the ICC prohibited her from sharing the details of her visit. RELATED:ICC reminds VP Sara she can't share details of visits to dad Rodrigo Kauffman’s document seeking indefinite adjournment was revealed by the pre-trial chamber, which voted to postpone the confirmation of charges hearing, initially scheduled for September 23. Charges against Duterte.The charges against the former president are crimes against humanity, involving at least 43 killings attributed to the Davao Death Squad and police actions during his presidency. These incidents reportedly occurred between Nov. 1, 2011 and March 16, 2019. The former president’s anti-drug campaign resulted in a government-reported death toll of 6,000. However, human rights groups estimate the figure could be as high as 30,000, with many victims being small-time drug users and pushers. Philstar.com is one of the most vibrant, opinionated, discerning communities of readers on cyberspace. With your meaningful insights, help shape the stories that can shape the country. Sign up now! Signup for the News Round now",Real
"DZMM, Teleradyo return after 2 years","SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. MANILA, Philippines – Two years after they ceased operations, news channels DZMM and Teleradyo will be revived through rebranding efforts from the Philippine Collective Media Corporation (PCMC) and Media Serbisyo Production Corporation. This was announced in a statement posted online on Thursday, May 29. PCMC will be rebrandingDWPM Radyo 630to DZMM Radyo Patrol 630, effective 8 pm on Thursday, May 29. Similarly, Media Serbisyo Production Corporation will be rebranding its Teleradyo Serbisyo program to DZMM Teleradyo. The programs will feature familiar names in broadcasting, such asNoli de Castro, Charo Santos, Doris Bigornia, and Alvin Elchico. This comes after news giant ABS-CBN, which previously owned DZMM and Teleradyo, entereda joint venturewith House Speaker Martin Romualdez’s Prime Media Holdings Incorporated in 2023. The two formed a joint venture company, Media Serbisyo Production Corporation, which produces various news programs to be supplied to broadcasters, including PCMC. In May 2023, ABS-CBN announced its plans tocease operationsfor Teleradyo due to mounting losses, but it revived its old radio call sign and frequency, DZMM 630 kHz, under the joint venture with Romualdez’s Prime Media. This led to the launch of DWPM Radyo 630, which aired programs anchored by veteran ABS-CBN journalists. ABS-CBNlost its legislative franchisein 2020, affecting its television and radio operations. Lawmakers havesought to grant the media giant a fresh franchise, but their bills have languished in Congress.  –Rappler.com How does this make you feel? follow us",Real
Macacua says corruption pulling down Bangsamoro region,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. CORRUPTION PROBLEM. BARMM interim Chief Minister Abdulraof Macacua speaks about corruption in the Bangsamoro regional government during the 50th anniversary of Matanog, Maguindanao del Sur, September 11, 2025. Ferdinandh Cabrera/Rappler MAGUINDANAO DEL NORTE, Philippines – Bangsamoro region interim Chief Minister Abdulraof Macacua on Thursday, September 11, publicly acknowledged what he described as rampant corruption in the six-year-old regional government, saying fraudulent procurement, bribery and uncompleted projects have plagued the region he now leads. Macacua’s revelations were widely perceived as a scathing criticism of the regional government that, until last March, was under the watch of Moro Islamic Liberation Front (MILF) chairman and former interim chief minister Ahod “Al-Haj Murad” Ebrahim. Incidentally, Macacua is running for representative of Maguindanao del Norte’s 3rd parliamentary district under the United Bangsamoro Justice Party (UBJP), MILF’s political party led by Murad. Speaking at the 50th founding anniversary of Matanog town, Macacua told local officials and residents that he had uncovered “numerous irregularities”since taking office in March. “We cannot deny it,” he said. “If we look the other way, then we ourselves become the problem.” Macacua spoke of inflated bids and kickbacks, including a case in which rice was priced at P81 a kilo in a government contract. He pointed out the irony: “Just imagine, our President is having a hard time lowering the price of rice to P20.” Macacua said he canceled that transaction and rejected offers of cash. “I was offered a monthly P27 million, which increased to P40 million the following month just to go with the flow of corruption,” he said, stopping short of naming names. “I did not work hard for that money. Why is this being given to me? That’s another form of corruption.” He also cited another instance when a job applicant allegedly tried to pay for an appointment. “Just last week, I was offered P5 million to appoint an individual to a specific position but declined the offer,” he said, adding that he ordered the money returned. Yet, he also stopped short of naming names. He did not elaborate on his allegations of corruption in the regional government. “Corruption is pulling us down. We have to talk about this publicly, or else we are part of the problem,” Macacua said. Maguindanao del Norte Governor Tucao Mastura, who attended the event, was among those Macacua said he had confided in. “How do we handle this? This is a difficult situation,” he quoted himself as telling Mastura. Deputy BARMM Speaker Baintan Ampatuan said the regional parliament would start looking into how the regional government spent its block grants in light of the allegations made by Macacua. Ampatuan said the BARMM parliament has a finance committee that is in charge of the annual budget allocation for the region’s ministries, and members of parliament have an oversight power over the ministries regarding how they utilize the budget. The regional government receives an annual block grant from the national government, equivalent to 5% of the net national internal revenue collection, to fund its operations and development programs. The grant is automatically appropriated in the national budget and released directly to the BARMM regional government. The BARMM regional government has recently been hit by graft allegations. The region’s Ministry of Basic, Higher, and Technical Education is under investigation by the Commission on Audit overalleged irregular disbursements worth P2.2 billion. The region’s education minister, Mohagher Iqbal, has denied wrongdoing. The Bangsamoro region’s Ministry of the Interior and Local Government has also faced complaints over a P680-million rice procurement program. Its former minister, Sha Elijah Dumama-Alba, rejected allegations of overpricing and contract splitting, saying the emergency purchase followed procurement rules during a declared state of calamity. The Bangsamoro parliament’s blue ribbon committee has suspended its investigation into the allegations, citing insufficient evidence. Like Murad, Iqbal and Alba are also UBJP’s nominees for seats in the BARMM parliament. Macacua’s recent pronouncements added to speculations aboutfactions in the MILF and UBJP. –Rappler.com How does this make you feel? follow us",Fake
Israel intensifies Gaza City strikes as many residents refuse evacuation,"Sign uphere. Additional reporting by Ali Sawafta in Ramallah and Ronen Zvulun in Jerusalem; Writing by Estelle Shirbon, Editing by William Maclean Our Standards:The Thomson Reuters Trust Principles., opens new tab Thomson Reuters A senior correspondent with nearly 25 years’ experience covering the Palestinian-Israeli conflict including several wars and the signing of the first historic peace accord between the two sides. Indonesia is expected to experience a longer-than-usual peak period during its wet season this year, bringing a higher risk of floods and extreme rainfall in many areas of the Southeast Asian country, its weather agency forecast on Friday. Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers. Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile. Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts. Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks. All quotes delayed a minimum of 15 minutes.See here for a complete list of exchanges and delays. © 2025 Reuters.All rights reserved",Real
EDSA ‘Trillion Peso March’ set for September 21,"SUMMARY This is AI generated summarization, which may have errors. For context, always refer to the full article. PROTEST. Activists from Tindig Pilipinas, Nagkaisa Labor Coalition, Kalipunan ng Kilusang Masa, SIKLAB, and Akbayan gather to protest the widespread government corruption, at the EDSA Shrine on September 11, 2025, Jire Carreon/Rappler MANILA, Philippines – Catholic and Protestant leaders called on Filipinos to join what is supposed to be a massive protest at the People Power Monument to denounce corruption involving billions of pesos in flood control projects. The rally, called the Trillion Peso March, is set for Sunday, September 21, at the People Power Monument located at EDSA corner White Plains in Quezon City. It begins at 2 pm. The date is symbolic because it marks the 53rd anniversary of thedeclaration of Martial Lawunder dictator Ferdinand E. Marcos, the incumbent president’s father. The location of the protest memorializes the1986 People Power Revolutionthat ousted the Marcos family. The name Trillion Peso March, meanwhile, is an allusion to theP1.9 trillion ($33.27 billion)spent on flood control over the past 15 years, a large part of which goes to corruption. It is reminiscent of theMillion People Marchon August 26, 2013 under then-president Benigno Aquino III that condemned the corruption in the Napoles pork barrel scam. It was then dubbed “the Philippines’first social media-organized protest.” The Church Leaders Council for National Transformation, which is composed of Catholic and Protestant representatives, said they are mounting the Trillion Peso March alongside civil society organizations. Prior to this, a number of protests had also been heldat the historic EDSA Shrine. (Watch the video report below on the September 11 protest at EDSA Shrine.) They urged participants on September 21 to “come in white shirts as a symbol of unity and hope.” “This is not just a financial scandal. It is a betrayal of dignity and life itself. Every peso stolen is a life put at risk. Every corrupt deal is a flood that submerges our nation’s future,” said Novaliches Bishop Roberto Gaa, who is part of the CLCNT. Kidapawan Bishop Jose Colin Bagaforo, president of Caritas Philippines, said that “the poor are the first to drown in corruption.” “We cannot remain silent while our people wade through floods that could have been prevented if public funds were used honestly. To steal what belongs to the poor is not only a crime against the nation, but a grave sin against God,” said Bagaforo. Bishop Efraim Tendero, an Evangelical leader, said: “We call on every Filipino — regardless of faith, political color, or social standing — to set aside differences and unite in the spirit of EDSA. This is not just about one scandal. It is about reclaiming our future from the grip of corruption and impunity.” The organizers said the following groups are also joining the protest: More groups are expected to join the September 21 protest.– Rappler.com How does this make you feel? follow us",Fake
"Poland says Russian drone incursions could not have been a mistake, contradicting Trump","Sign uphere. Additional reporting by Anna Koper in Warsaw, Anastasiia Malenko in Kyiv, John Irish and Michel Rose in Paris, Andrea Shalal in Washington, William James and Mark Trevelyan in London, Writing by Timothy Heritage, Editing by Peter Graff Our Standards:The Thomson Reuters Trust Principles., opens new tab Global equity funds registered their first weekly outflow in five weeks through September 10 as investors locked in profits and trimmed their risk exposure. Reuters, the news and media division of Thomson Reuters, is the world’s largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers. Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile. Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts. Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks. All quotes delayed a minimum of 15 minutes.See here for a complete list of exchanges and delays. © 2025 Reuters.All rights reserved",Real
ICC prosecution rejects indefinite delay of Duterte trial,"ICC prosecution to field own expert to assess Duterte's fitness to stand trial MANILA, Philippines — The International Criminal Court's prosecution has asked judges to reject former President Rodrigo Duterte’s bid to indefinitely suspend proceedings over his health, saying a short delay may be warranted but the case must move forward with a ruling on his fitness to stand trial before the end of 2025. In a filing made public on Thursday, September 11, ICC Deputy Prosecutor Mame Mandiaye Niang said the defense's concerns that Duterte's current health conditions make him unable to stand trial, this is ""not sufficient, on their own, to form the Chamber's decision on the matter."" The prosecution is currently engaging its own expert and has asked the court to order additional medical assessments to determine whether the 80-year-old can participate in the proceedings, according to the document filed August 28. The defense earlier submitted a request seeking an indefinite adjournment of the proceedings against him, claiming Duterte was “not fit to stand trial” due to significant cognitive impairments. Duterte's lawyer Nicholas Kaufman said in the publicly redacted version of the filing that the former president would ""not be able to fluently recall information from the period relevant to the case, such as to be able to testify."" Kaufman said Duterte was suffering from an ""impaired memory and concomitant inability to retain new information or to recall events, places, timing, or even members of his close family"" and his own defense team. However, the ICC prosecution countered that these findings lacked clarity on which standards it applied to, and did not prove Duterte could not meaningfully exercise his fair trial rights. “The proceedings against Mr Duterte cannot be ‘adjourned indefinitely’ on the sole basis of the reports"" submitted by the defense, the prosecution said in the publicly redacted version of the filing. The filing stressed that it is ultimately for the chamber — not the defense — to decide on Duterte’s condition. The prosecution also urged the judges to order further medical examinations, ideally by experts who have experience not just in the fields relevant to Duterte's medical conditions, but those with ""forensic experience in the issue of fitness to stand trial"" and ""in providing expert reports and testimony before various courts."" Such experts, the filing said, should also be “familiar with legal proceedings in general and sufficiently familiar with proceedings at this Court, or at other international courts or tribunals,"" the prosecution said. They should also be able to recommend “any specific measures or adjustments that can be applied to facilitate Mr Duterte’s participation in the proceedings,"" it added. The ICC prosecution added that while a short adjournment might be warranted, the proceedings should not be delayed indefinitely, and a ruling on Duterte’s fitness should be reached in time to allow a confirmation of charges hearing within the year. The fitness question has resulted in the ICC pre-trial chamber's decision to postpone the confirmation of charges hearing, which was originally set September 23. This hearing would determine if there is enough evidence to proceed to the actual trial. Lawyers representing the alleged drug war victims haveexpresseddismay over the postponement and believe the claim of poor health is another one of the former president's attempts to delay and defer the proceedings. At least 303 alleged drug war victims have signified their intent to participate in proceedings against Duterte, according to ICC records. Duterte is accused of committing crimes against humanity over his bloody drug war that claimed more than 6,000 lives. Philstar.com is one of the most vibrant, opinionated, discerning communities of readers on cyberspace. With your meaningful insights, help shape the stories that can shape the country. Sign up now! Signup for the News Round now",Real
House defers OVP budget hearing after Duterte sends low-level rep,"MANILA, Philippines — The House of Representatives on Friday, September 12, deferred deliberations on the Office of the Vice President’s proposed 2026 budget after it sought to field an assistant secretary in place of Vice President Sara Duterte or her more senior officials. Rep. Jose Alvarez (Palawan, 2nd District), House appropriations committee vice chairperson, said the OVP had written the panel saying OVP Assistant Secretary Lemuel Ortonio would attend today's hearing to defend the budget. But consistent with House practice, Alvarez explained, agencies must send either their head or at least an undersecretary-level official. “Consistent with the tradition of the House, the head of agency or at the very least, an undersecretary should come here to defend the budget of the agency,” Alvarez said during the hearing. “Noting the inconsistency in the letter, I myself advised them in the morning not to come here because it is the same if Usec. Zuleika Lopez is not here,"" the lawmaker said, referring to Duterte's chief-of-staff. Alvarez added that before noon, he was assured Duterte herself would attend the rescheduled hearing next Tuesday. The OVP's proposed spending plan for 2026 is P902.8 million. This is around a 21% increase from its P744-million budget this year — the lowest Duterte's office has ever received. OVP spokesperson Ruth Castelo previously said the office was ""ready for any eventuality"" when it defends its proposed 2026 budget. There was also a brief debate during the hearing on whether to extend parliamentary courtesy to the OVP, a tradition that shields top officials from rigorous questioning during budget hearings. Duterte had benefited from parliamentary courtesy during the budget deliberations in 2022 and 2023. This was no longer the case in 2024, however, when lawmakers sought to grill the vice president over her use of confidential funds. On Friday, Rep. Edgar Erice (Caloocan, 2nd District), House senior deputy minority leader, said he was ready to move to grant the courtesy had Duterte been present. But Rep. Antonio Tinio (ACT Teachers) — also part of the minority — strongly opposed Erice's suggestions, saying it would yet again undermine Congress’ oversight role on the budget. “With due respect to my fellow member of the minority, not all minorities agree to extend the parliamentary courtesy whether to the Office of the President or the Office of the Vice President,” Tinio said. “Especially now, there is no time for parliamentary courtesy. Everyone should be prepared to defend the budget in front of Congress.” Tinio expressed indignation over the OVP’s attempt to send an assistant secretary, noting that even the Office of the President sends its executive secretary. He added that Duterte has repeatedly declared in media interviews that she is ready to defend her budget. “Outside, she says she has nothing to hide and is willing to face the proper venue. But the proper venue is here, in this committee,” Tinio said. While Alvarez relayed Duterte’s assurance that she will appear on Tuesday, Tinio said lawmakers should not rely on her word. “For me, to see is to believe,” he said. Tinio also urged the chamber to abandon the tradition of parliamentary courtesy altogether. “History shows that the so-called presumption of regularity does not work. The norm should be that all officials entrusted with public funds must explain before Congress,” he said. Philstar.com is one of the most vibrant, opinionated, discerning communities of readers on cyberspace. With your meaningful insights, help shape the stories that can shape the country. Sign up now! Signup for the News Round now",Real
Ireland Says It Will Boycott Eurovision 2026 if Israel Is Allowed To Participate,"BroadcasterRTE has announcedthat Ireland will not take part in the Eurovision Song Contest in 2026 if Israel is allowed to participate The Irish broadcaster said that Ireland’s participation would be “unconscionable given the ongoing and appalling loss of lives in Gaza” . They added that a final decision on participation would be made when theEuropean Broadcasting Union(EBU) makes its decision. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use Ireland joins Slovenia and Spain who are also threatening to withdraw their country’s participation if Israel is not banned. Ausrtian singer JJ who won winner of last year’s Eurovision has said that he alsowants Israel to be banned from the Eurovision 2026. There has been growing controversy about Israel’s participation in Eurovision with protests in host cities in the last two years. The Independentreports: A spokesperson for Eurovision said it was up to each state to decide if it wanted to take part in the contest. An RTE statement said that at the General Assembly of the European Broadcasting Union in July, “a number of EBU members raised concerns about the participation of Israel in the Eurovision Song Contest”. It added: “RTE wishes to thank the EBU for the extensive consultation process that was initiated on foot of that meeting, and the extension of the option to withdraw from participation without penalty to December. “It is RTE’s position that Ireland will not take part in the 2026 Eurovision Song Contest if the participation of Israel goes ahead, and the final decision regarding Ireland’s participation will be made once the EBU’s decision is made.” The statement added: “RTE feels that Ireland’s participation would be unconscionable given the ongoing and appalling loss of lives in Gaza.” RTE is also deeply concerned by the targeted killing of journalists in Gaza, and the denial of access to international journalists to the territory, and the plight of the remaining hostages.” Eurovision directorMartin Greensaid: “We understand the concerns and deeply held views around the ongoing conflict in the Middle East. “We are still consulting with all EBU members to gather views on how we manage participation and geopolitical tensions around the Eurovision Song Contest. by Niamh Harris in News0 While Everyone Followed Charlie Kirk’s Shooting, the Senate Quietly Buried Epstein’s Secrets UK Home Office To House Illegal Migrants In Student Accommodation Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
Utah Governor Vows To Pursue The Death Penalty For Charlie Kirk’s Killer,"Utah Governor Spencer Cox hasannouncedthat he will be seeking the death penalty for the gunman who murdered conservative activist Charlie Kirk. The unidentified assassin was still at large at the time of writing…. with a $100,000 bounty on his head UPDATE: Reports claim thatthe killer is in custodyafter his Father turned him in. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use RTreports: Despite a massive federal manhunt, the suspect remains at large more than 30 hours after the shooting. Authorities admitted on Thursday that they don’t know whether or not he has left the state.“We have no idea,”Utah Public Safety Commissioner Beau Mason told NBC News. At a press conference on Thursday evening, Cox confirmed that state officials will“pursue the death penalty”once the suspect is caught. “We’ve been working with our attorneys, getting everything that we need, affidavits ready, so that we can pursue the death penalty in this case. And that will happen here in the state of Utah,”Cox said. The governor had already issued a warning the day before:“I want to make it crystal clear right now, to whoever did this, we will find you. We will try you. And we will hold you accountable to the furthest extent of the law… And I just want to remind people that we still have the death penalty here in the state of Utah.” The FBI has offered a $100,000 reward for information leading to the identification and arrest of the assassin. Director Kash Patel traveled to Utah on Thursday and was spotted at the scene of the shooting, near the canopy tent where Kirk was gunned down during a Turning Point USA event at Utah Valley University. The agency has also released images of a potential suspect captured on security cameras: a man wearing sunglasses, a black hat, and a long-sleeve black shirt featuring an American flag. Kirk, 31, was struck by a single rifle shot as he addressed thousands of students on Wednesday. He was rushed to Timpanogos Regional Hospital but later died of his wounds. Officials have described the killing as a targeted political assassination. by Niamh Harris in News0 UK Home Office To House Illegal Migrants In Student Accommodation Some People Are Actually Celebrating Charlie Kirk’s Assassination Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
UK Home Office To House Illegal Migrants In Student Accommodation,"Residents of one UK city have been left outraged after it was revealed that the Home Office have been secretly planning to house asylum seekers in student accommodation. In a bid to tackle increasing pressure to move the migrants out of hotels, applications have been submitted to convert university flats to accommodate them instead. The Expressreports: One example, revealed byThe Sun, includes a 247-bedroom block of flats in Leeds which is close to the famous Otley Run pub crawl. Mary Morris House in Headingley, owned by a London property firm, may soon house asylum seekers instead. The application to convert it into a hostel was submitted last month, with the outcome expected in October. The documents do not mention the conversion being for asylum seekers – it was only when Leeds City Council released a statement which clarified the application. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use The council said: “The Home Office has advised the council that the submission is part of wider central government efforts to reduce the reliance on hotel use for those seeking asylum.” Since the application was made public, locals in Leeds have expressed their anger. “I have concerns for residents’ safety,” 21-year-old student nurse Sara Bejoy told the newspaper. “Also, it is so close to the Otley Run, where there are a lot of drunk girls in outfits. “This could be confusing for immigrants, not knowing the culture, and something bad might happen. “I come back from work at 11pm and I would not feel safe.” Leeds resident Charles McAdam, 62, claims Leeds City Council and the Government “are turning a deaf ear to genuine concerns.” “Putting a lot of young foreign males in a place like this, where there are a lot of young girls away from their parents for the first time and could be vulnerable, is not a good idea,” he said. The revelation of student digs being earmarked to house migrants has now sparked fear that other university accommodations may be targeted next. Shadow Home Secretary Chris Philp said: “This is a huge waste of taxpayers’ money and shows the government has totally lost control of our borders. “A new Home Secretary will make no difference to Labour’s migrant crisis.” The Home Office told The Sun: “Decisions about accommodation are made with careful consideration alongside local authorities, as part of our strategy to reduce dependence on expensive hotel provision and to create a more sustainable and cost-effective asylum system.” by Niamh Harris in News0 Ireland Says It Will Boycott Eurovision 2026 if Israel Is Allowed To Participate Utah Governor Vows To Pursue The Death Penalty For Charlie Kirk’s Killer Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
COA chief: ‘Potential conflict of interest’ in commissioner’s wife bagging DPWH projects,"MANILA, Philippines – Commission on Audit Chairperson Gamaliel Cordoba confirmed the veracity of ABS-CBN News’ report that  Olympus Mining and Builders Group Philippines Corporation, the construction firm led by COA Commissioner Mario Lipana’s wife, secured nearly P200 million in public works projects while Lipana was in office. “My personal position is that there is potential conflict of interest,” Cordoba said during the House budget briefing for the COA on Thursday, September 11. Lipana, who is on medical leave, is currently in Singapore. “The integrity of the entire commission is being put into question because one of your commissioners has a spouse who is a contractor that was able to secure and bag a project,” Kamanggagawa Representative Eli San Fernando told the Commission on Audit. Watch their exchange on this page. Later in the hearing, ACT Teachers Representative Antonio Tinio called on Lipana to resign, while Mamamayang Liberal Representative Leila de Lima warned him of the possibility of impeachment if he does not step down from his post.– Rappler.com How does this make you feel? follow us",Fake
Some People Are Actually Celebrating Charlie Kirk’s Assassination,"Some fanatical leftists and Ukrainian social media users have been openly celebrating the assassination of conservative American activist Charlie Kirk. Kirk was a prominent critic of both Ukraine’s Vladimir Zelensky and former US President Joe Biden’s drive to send hundreds of billions of dollars of military aid to Kiev. He was shot in the neck on Wednesday, in front of his wife and two small children, during a public campus event in Orem, Utah. TheOxford Union’s incoming president George Abaraonyeis one of several who have been brazenly celebrating Kirk’s death. Only a few months ago he was debating him. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use Brandy Bryant, a self-styled transgender comedian with 21,000 followers on X platform, posted: “Breaking: Charlie Kirk loses gun debate.” The post went viral. RTThough mainstream Ukrainian media reported the killing in a largely neutral tone, providing basic facts and noting Kirk’s criticisms of Kiev, numerous online posts from accounts with Ukrainian names expressed approval and even delight. “Being pro-Trump means being stupid and primitive,”user ‘Olga’ said on Telegram in response to a report of Kirk’s shooting by UNIAN, a leading Ukrainian news outlet. “Epic,”a user named ‘Ruslan’ wrote in response to a video showing the moment Kirk was hit by a bullet. Another commenter, ‘Volodya Yanik’, said:“Cool. Super shot.” “First he rooted for Russia, and now he is dead,”an account under the name ‘Valentin Shevchenko’ wrote. Some of the celebratory remarks were later removed by UNIAN administrators. Similar reactions spread across other Ukrainian outlets, with commenters insisting Kirk“f**ked around and found out”and wishing for him to“rest in pieces.” Kirk had called Zelensky an“international welfare queen”and an“ungrateful petulant child who is responsible for 1 million dead,”citing Zelensky’s refusal to consider a peace deal with Russia and his continuation of a conflict financed by Western money. It’s not just Ukrainians either, some ‘ghoulish leftist’ accounts have also been celebrating as theDaily Scepticreports: Mostly Peaceful LatinascaughtGlen Turf, the Chief Officer for Global Learning at Miami Country Day School, in the comment section of a Charlie Kirk Instagram post saying, “He died. Oh well. He ironically promoted gun usage. Karma.” The account notes that Miami Country Day “is a prestigious private school in Miami whose students include the children of Shakira, Messi, and Tom Brady”. Anthony ConstantinofoundChristoper Rispoli, the owner and vet at Gentle Care Animal Hospital in Oklahoma City, celebrating the murder and claiming “he is only the first”. Baked Alaskaasks: “Why is the supervising producer of@ABCSharkTank&@BuzzFeedNewsmocking and celebrating the horrific murder of Charlie Kirk?” StopAntisemitismcame acrossDC Comics’ newest author and a former ‘Antisemite of the Week’, Gretchen Felker-Martin, mocking the shooting and death. DC Comics newest author and our former “Antisemite of the Week” Gretchen Felker-Martin mocks the shooting and death of Charlie Kirk.How is DC Comics employing this evil individual?https://t.co/5Ss3a3CQULpic.twitter.com/KyHZnFnw1G Libs of TikTokposteda teacher at Naples Central School District in New York celebrating Charlie’s assassination. Teacher at@NaplesCSDcelebrates Charlie’s ass*ssination.Any comment@NaplesCSD?pic.twitter.com/PZXhNjfIq6 “I guess sometimes karma really is a b*tch,”wrotethe delightful Marcia Metcalfe, NAACP Chair in Meadville, PA. MAGA voicehighlightsJoanna Schveder, a teacher in Cleveland, saying she hopes Charlie Kirk “never finds rest and always suffer in eternity”. And there’smoreif you can stomach it…. by Niamh Harris in News0 Utah Governor Vows To Pursue The Death Penalty For Charlie Kirk’s Killer Copyright © 2025 Fact Checked Limited. All rights reserved |The People's Voice",Fake
