Title,Text,Label,Source
EU Admits COVID Jabs Were Released Without Any Safety Data,"The European Commission has finally admitted that the COVID-19 mRNA vaccines were rushed out for human use without complete safety data, exposing the deadly scam pushed by the global elite under the guise of public health. This bombshell acknowledgment is a game-changer in the fight against the lies surrounding the vaccines’ safety and efficacy, ripping apart the narrative that these experimental shots were ever truly tested or trustworthy. Demstate.comreports: As previously reported, the release of these vaccines was expedited during the pandemic, raising questions about the thoroughness of the safety evaluations conducted prior to their approval. The Commission”s recent statement highlights concerns that have been voiced by various stakeholders regarding the transparency of the vaccine approval process. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use This revelation adds to the body of information surrounding the COVID-19 vaccination campaign and its regulatory framework. by Baxter Dmitry in News0",Fake,NewsPunch
New Uber Feature Allows Women To Request Nonthreatening Eunuch Driver,"Share Published: SAN FRANCISCO—In response to ongoing concerns regarding the safety of its female passengers, rideshare giant Uber reportedly introduced a new feature Wednesday that allows women to request a nonthreatening eunuch driver. “With UberCastrated, female riders can feel more at ease on their way to bars and spin classes knowing their driver doesn’t have testicles,” said Uber CEO Dara Khosrowshahi, adding that thousands of harmless eunuchs had already signed up to drive for the service. “We listen to women, and we know what they want—hairless, sexless drivers medically incapable of feeling any carnal desire whatsoever. Many of our eunuchs underwent their gelding operations in childhood, so they’ve never even experienced a powerful surge of testosterone and can entertain passengers with beautiful, high-pitched castrato arias. We’re excited to see that drivers who aren’t already eunuchs are opting to castrate themselves to get more rides.” Uber confirmed that female passengers would still be regularly subjected to a driver unloading his emotional trauma on them, regardless of whether or not he was a eunuch.",Fake,TheOnion
VP Sara: Officials should not escape scrutiny by leaving office or country,"MANILA, Philippines — Vice President Sara Duterte believes lawmakers must not be allowed to resign or travel abroad to avoid facing questions over alleged misuse of public funds, according to an interview Thursday, September 18, a day after the House of Representatives saw its first leadership shakeup under the Marcos administration. In an ambush interview in Davao on Thursday, Duterte played coy and refused to answer questions specifically on Rep. Martin Romualdez (Leyte, 1st District)'s resignation as House speaker — a move seen as an answer to public outcry over the corruption allegations that have engulfed Congress. But Duterte criticized President Ferdinand Marcos Jr. for purportedly allowing lawmakers tagged in budget anomalies to escape accountability. ""Hindi niya dapat hinahayaan 'yung mga congressman na basta na lang umalis ng bansa o basta na lang mag-resign to evade accountability doon sa mga nakita natin na pag-chop-chop ng budget natin at pagkuha ng pera ng bayan para bumili sila ng mga properties, bumili sila ng mga jets, bumili sila ng properties abroad,"" Duterte said. (He should not let the congressmen just leave the country or just resign to evade accountability for taking chunks out of our budget and taking public funds so they can buy properties, they can buy jets, they can buy properties abroad.) Duterte's comments came hours before her own departure for Japan, where she says she will attend rallies organized by Filipinos in Tokyo and Nagoya over the weekend — her 17th known trip abroad since January. While she did not name him, Duterte's criticism comes amid growing calls for former House appropriations chairperson Rep. Zaldy Co (Ako Bicol) to return from the United States, where he has been since early September, reportedly for medical treatment. Co has been absent from Congress as lawmakers seek his presence in flood control corruption probes and face allegations he facilitated the insertion of P13.8 billion in the 2025 budget. Skeptical of the recent leadership change at the House, Duterte on Thursday said the replacement of Romualdez with new House Speaker Faustino Dy was a superficial move to appease public anger over budget anomalies. The vice president noted both speakers still belong in the same ""group"" or ""circle,"" along with Rep. Tonypet Albano (Isabela, 1st District). Dy resents Isabela's 6th district and, as governor,reportedlyhelped deliver “Solid North” votes in Isabela during Marcos' unsuccessful 2016 vice presidential run. Duterte alleged this group, which she said includes Rep. Sandro Marcos (Ilocos Norte, 1st District), the president's eldest son, orchestrated the speaker change to maintain control over the 2026 budget discussions ahead of the 2028 presidential elections. ""Sila-sila lang din yun, sila-sila lang din yan, at sila-sila lang din nag-usap kung ano ang gagawin nila,"" Duterte said. (It's just them, it's just them, and they're talking about what they're going to do.) ""Nakikita mo puro sila politika at paninigurado na may pera sa bulsa at yung election nila sa susunod na darating na election,"" she added. (You see they are all about politics and making sure that they have money in their pockets and winning in the upcoming election.) Despite being the subject of criticism over her frequent foreign trips, Duterte has continued to maintain an active international travel schedule throughout 2025. The vice president has made several return trips to the Netherlands to visit her father, former President Rodrigo Duterte, who is detained at the International Criminal Court. She has alsovisitedseveral other countries such as Japan, the Netherlands, Hong Kong, Qatar, Malaysia, Australia, South Korea, Kuwait, France and Belgium. Her office has spent P7.47 million on security and staff expenses for these trips, though Duterte insists she covers her personal costs. Her upcoming Japan visit will include attendance in rallies calling for anti-corruption measures and the release of her father from ICC detention. ""Ito ay double na pananawagan kontra corruption at pananawagan sa ICC na palayain si dating Pangulong Rodrigo Duterte,"" she said. (This is a double call against corruption and a call to the ICC to release former President Rodrigo Duterte.)",Real,Philstar
Ex-DPWH chief Bonoan linked to alleged kickback with Villanueva,"MANILA, Philippines — Former Department of Public Works and Highways (DPWH) Manuel Bonoan has been tagged by a former agency employee in an alleged kickback scheme involving Sen. Joel Villanueva. Sacked DPWH engineer Jaypee Mendoza, who was implicated in anomalous flood control schemes in Bulacan, alleged that his boss, former district engineer (DE) Henry Alcantara, initiated the flood control schemes after Villanueva allegedly asked for money. ""'Pag nag fo-follow up si Sen. Joel, totoo naman ang rinerequest niya ay multi-purpose building. Pero that time, na hindi kaya ibigay 'yung amount na hinihingi ni Senator Joel, ang kaya lang ni Secretary Manny Bonoan nung time na ‘yun, is P600 [million]. So hindi maabot na target na P1 billion mahigit. Naisipan po ni DE Henry na i-convert sa flood control 'yung P600 million na which is, kinuhanan po ng 25% 'yung mga contractor para ang maging total is P150 million,” Mendoza said in the Senate Blue Ribbon Committee hearing on Thursday, September 18. (When Sen. Joel would follow up, it is true that he requested a multi-purpose building. But that time, the amount could not be given to Senator Joel. Secretary Manny Bonoan could only allocate P600 million at the time. So it would not reach the target of over P1 billion. DE Henry decided to convert the P600 million into flood control, taking 25% from the contractors, so the total amounted to P150 million.) In the House probe, Alcantara confirmed that Villanueva was asking for a multi-purpose building. Citing a photo he took of a conversation between Alcantara and Villanueva, Mendoza said that the senator gave the DPWH official a list of projects where the flood control funds were converted. Despite these projects coming out in 2023, they were allegedly not included in the 2023 General Appropriations Act. Villanueva was able to face off with his accusers, Mendoza and former Bulacan 1st District Engineer Brice Hernandez. Hernandez also presented photos of an alleged conversation between Alcantara and Villanueva during the House of Representatives’ probe. During the Senate hearing, Villanueva showed Hernandez a picture of a doctored conversation between him and a congressman, which made it appear that Hernandez was being instructed to implicate Villanueva in the scheme. Villanueva, who has denied any involvement, wanted to demonstrate how easy it was to falsely implicate someone through alleged photos. He also pointed out that both Hernandez and Mendoza have a history of faking documents, including using fake driver’s licenses to gamble in casinos. Both engineers have denied faking these as well. “It pains me to think that this representation’s clean name was dragged, especially being a member of the Jesus is Lord Church. I want to say that there is a rule for everything,” Villanueva said. Alcantara has disavowed almost all of Hernandez and Mendoza’s statements. However, he has been held in contempt by the committee after denying any knowledge of the ghost flood control projects. Sen. Erwin Tulfo pointed out that it was impossible for Alcantara to know nothing about his underlings’ schemes.",Real,Philstar
FBI Obtains Isaac Kappy Tape Proving Tom Hanks Is a Serial Pedophile,"For years, they’ve told us the story of Isaac Kappy was over. A troubled actor who ‘took his own life’ on Route 66—case closed. But what if that was the cover story? What if the truth was buried deep in police files, locked away where no one would ever find it? Tonight, that changes. Because we’ve obtained what the elites never wanted you to hear: a lost deposition from Isaac Kappy himself. Suppressed for years, hidden inside the LAPD, and only now brought to light thanks to a brave whistleblower who risked everything to get it out. This isn’t speculation. These are Kappy’s own words—testimony that could blow open Hollywood’s darkest secrets. And once you hear it, you’ll understand why they tried so hard to silence him… and why his death was anything but accidental. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use An LAPD whistleblower has uncovered something the public was never meant to hear—a lost deposition recorded by Isaac Kappy a year before his death. In it, Kappy names names and lays out the crimes of Hollywood’s most powerful figures. The recording was meant for an official investigation, but that probe was shut down before it even began. According to the law enforcement official, these crimes are an open secret in L.A. Everyone inside the system knows—but they’re understood to be off-limits, above anyone’s pay grade to touch. Now the silence is breaking. Word is leaking out, and rumors say this goes far beyond Hollywood. All the way to the top. Even the White House is aware. Earlier this week, President Trump took a swipe at Tom Hanks, after West Point abruptly canceled a ceremony that was set to honor the Hollywood star. According to insiders, President Trump has been briefed on the darker truth about Tom Hanks. And let’s be clear, Trump believes Hanks has no business receiving honors from the U.S. military. The idea itself was outrageous. After all, handing him the Presidential Medal of Freedom was already a slap in the face to the American people—a sick joke dressed up as ceremony. West Point’s canceled ceremony wasn’t just about scheduling or politics—it was a signal. The elites tried to push through another ritual of public reverence, but this time it collapsed under the weight of what Trump has been told. And once the truth about figures like Hanks finally breaks the surface, the whole façade of Hollywood sainthood comes crashing down. The truth is, there’s one man who deserved high honors far more than any of these elite reprobates. The Hollywood actor Isaac Kappy’s little finger was more worthy of the Presidential Medal of Freedom than all of them combined. Kappy did what everyone else in Hollywood is too terrified to contemplate. He broke ranks with the power structure and openly accused Tom Hanks of being a pedophile… then died under highly suspicious circumstances in 2019. The official story claims he was hit by a car and then somehow ‘forced himself’ off a bridge on Route 66. But here’s the chilling part—just before Kappy’s death, Tom Hanks himself posted a cryptic message about ‘road kill’ on Route 66 across his social media. A coincidence? Or a coded warning? The timing is too precise, too unsettling, to ignore. Could the man Isaac Kappy accused of wearing rings filled with the blood of his victims finally be brought to justice? Katt Williams made it clear—everyone in Hollywood knows the truth about Isaac Kappy’s death. And as he explains, if you dare to speak out against them, they’ll come for you. These people are masters at silencing opposition, and they’ve perfected the art of making it look like an accident. Katt Williams is right—Hollywood has perfected the art of silencing its critics. And no story illustrates that better than the strange and suspicious death of Isaac Kappy. They thought they buried him, erased his voice, and sealed away the evidence of what he tried to expose. But here’s where they went wrong—you can’t bury the truth forever. And Kappy left behind more than anyone realized. After the break, we’re going to reveal a bombshell deposition, long thought lost to history. A recording that was never meant to see the light of day… until now. It has resurfaced thanks to a whistleblower deep inside the LAPD. This is the moment they never wanted you to hear—Kappy speaking for himself, in his own words. Stay with us. Welcome back. Before the break, we told you about the LAPD whistleblower who uncovered Isaac Kappy’s lost deposition. Now, for the first time, you’re about to hear it. These are Kappy’s own words—recorded a year before his death—naming names, describing crimes, and exposing the darkness at the very core of Hollywood. Listen closely. This is the testimony they never wanted you to hear. Isaac Kappy is not alone. He joined a long list of celebrities who died before their time—Anne Heche, Chester Bennington, Chris Cornell, Anthony Bourdain, Avicii, and others whose names rarely get mentioned in the same breath. What did they have in common? Each of them stumbled onto the same unspeakable truth. They were investigating the crime at the very heart of the entertainment industry. A crime so dark, so monstrous, that the mainstream dares not even speak its name. We are taking about crimes against children committed by elite pedophiles… and the industry of enablers that profit off the slavery of children. Chester Bennington and Chris Cornell were working on a documentary about child trafficking before they died. Anthony Bourdain began hinting at things he knew about powerful people, things he wished he didn’t know. Anne Heche’s final film? A story about child exploitation. Avicii’s music video ‘For a Better Day’? A chilling allegory of the same horror. And Isaac Kappy—he put names to it, out loud, and paid the ultimate price. They all knew the risks. They knew the system doesn’t tolerate whistleblowers. But they spoke up anyway, because these crimes cannot be allowed to continue in the shadows. And every time one of these voices is silenced, the question becomes louder: how many more need to die before the truth finally breaks through? As Kappy warned, you can’t be neutral. Either you stand and do everything in your power to expose and destroy this 9,000-year-old cult of elite pedophiles hiding in plain sight, or your silence makes you complicit in their crimes. Watch: by Baxter Dmitry in News0",Fake,PeoplesVoice
"Tom Cruise Buys Fitbit To Help Him Get 10,000 Daily Stunts","Share Published: CLEARWATER, FL—Explaining that his personal health was everything to him, Tom Cruise told reporters Thursday he had purchased a Fitbit to help him get in his 10,000 daily stunts. “Now that I’m getting older, it’s more important than ever to make sure I’m staying active, whether that’s going on a leisurely sprint across a crumbling bridge in the morning or scaling the Burj Khalifa on the weekend with friends,” said the 62-year-old movie star, who demonstrated the smartwatch’s capabilities by diving off the roof of a building, landing on a motorcycle, and riding it across a cannon while he fired a gun, activities the device automatically logged as four stunts. “This thing has made me completely obsessed with tracking my stunts. I have to get to 10,000 every day, or I go mad. This morning, I jumped out of, like, three helicopters before I realized I wasn’t even wearing it—so frustrating! Plus, I’ll admit, it could stand to be more waterproof.” Cruise revealed that he had also tried using an Apple Watch, but grew frustrated when it wouldn’t stop dialing 911.",Fake,TheOnion
The essentials of building a lasting home,"A home is a sequence of construction decisions with consequences for comfort, cost, and lon-gevity. Building a house is often imagined as picking tiles, choosing paint colors, and arguing about where the dining table should sit. A home is a sequence of construction decisions with consequences for comfort, cost, and longevity. The process may seem wrapped in jargon and blueprints to newcomers, but demystifying the fundamentals reveals which parts truly matter and why they carry weight. Every house begins with soil. Its condition dictates the type of foundation required, whether shallow footings for stable ground or deep piles for soft or shifting soil. Ignoring this step risks uneven settling and cracks. A proper geotechnical investigation may seem like an extra cost, but the insurance policy ensures the entire structure rests on a reliable footing. Workmanship quality in these finishing touches reduces main- tenance and extends the life of materials, proving that value is measured by durability as much as by appearance. Before concrete is poured or steel is tied, architectural design gives order to the build. It aligns the foundation with circulation, light, ventilation, and proportion. Taking time in this exercise avoids costly rework and ensures that technical decisions support strength and livability from the start. Beyond comfort, a thoughtful plan saves money by preventing wasted space and structural inefficiency. Columns, beams, and slabs are the bones that hold the house upright. Their placement and sizing follow the rules of load distribution. Reinforced concrete, the staple of Philippine housing, must be mixed, poured, and cured with discipline. Skipping curing time or using low-grade steel can shave costs in the short term but compromise decades of stability. Good skeletons make homes that stand firm even in earthquakes and typhoons. Careful detailing extends the lifespan of roofing systems, re- ducing costly repairs. A roof is the frontline defense against heat and rain. Proper roof pitch lets water run off quickly, while trusses engineered with correct spacing resist winds. Layers of insulation beneath can help keep interiors cooler. Though often overlooked, flashings, gutters, and downspouts determine whether water stays out or sneaks into ceilings and walls. Careful detailing extends the lifespan of roofing systems, reducing costly repairs. Kitchens and bathrooms concentrate plumbing and drainage. Proper slopes in bathroom floors prevent puddling. Pipes sized correctly for flow reduce clogs, and vent stacks avoid sewer gas from sneaking back inside. Waterproofing membranes beneath tiles stop leaks before they stain ceilings below. These wet zones are the most expensive to renovate later, so attention here during construction is essential. Columns, beams, and slabs are the bones that hold the house upright. Walls, windows, and doors seal the house from the elements. Hollow block walls need correct mortar joints and plastering to resist water penetration. Windows and doors must be plumbed and sealed to prevent leaks and drafts. Choices here influence both comfort and utility bills. Properly executed enclosures mean less repainting, fewer repairs, and consistently livable interiors. Finishes are the most visible layer, but also the thinnest protection. Tiles, paint, and cabinetry all rely on the quality of preparation beneath. No matter how expensive, a floor tile laid on uneven screed will crack. Paint applied to poorly cured plaster will peel. Workmanship quality in these finishing touches reduces maintenance and extends the life of materials, proving that value is measured by durability as much as by appearance. According to the Philippine Statistics Authority in 2025, the average construction cost for rough residential buildings is around P12,182 per sqm. Industry trackers confirm similar figures. Architectural design gives order to the build. A mid-range home with comfortable finishes typically costs between P25,000 and P30,000 per sqm. Semi-luxury builds may climb to P35,000 per sqm, while luxury residences can exceed P50,000 per sqm. For a 200 sqm to 300 sqm home, expect P2.4 million at the leanest end, and as high as P15 million for a premium build. For those new to building, the lesson is clear: invest in what holds the house together and keeps it dry. Elegance can always be layered later, but strength and integrity must be built from day one. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. The author (www.ianfulgar.com) is a leading architect with an impressive portfolio of local and international clients. His team elevates hotels, resorts, condominiums, residences, and commercial and mixed-use township development projects. Ian’s innovative, cutting-edge design and business solutions have garnered industry recognition, making him the go-to expert for clients seeking to transform their real estate ventures Subscribe to our newsletter! This is an information message We use cookies to enhance your experience. By continuing, you agree to our use of cookies.Learn more here.",Real,Inquirer
Solo living made stylish and smart,"Solo living, whether you’ve just moved into your own place or are still dreaming of it, comes with the joy of making a space that is truly yours. From decorating and personalizing to adding details that reflect your style, it’s all about the freedom to shape every corner your way. Here are fine finds that bring both character and convenience, making solo life easier and a lot more fun. More than just kitchen storage, the OMAR shelf works well in any room. Its open design keeps everything visible, while the adjustable and stackable build makes it easy to customize. Use it to showcase favorite pieces or to keep appliances neatly organized. Risers are great for organizing any space and making them look tidy. Aside from work desks, you can also use them in closed storage spaces like kitchen cupboards or bathroom cabinets to make more room for your essentials. Spices are essential for cooking, but they can make your counter look cluttered. This 360-degree rotating spice rack keeps them organized and within easy reach, with matching jars that fit into the spinning holder. Functional and space-saving, it also adds a clean, uniform look to your kitchen. This one-of-a-kind sofa is sure to fit any aesthetic. Timeless yet versatile, it’s perfect for lounging around, entertaining guests, or just simply as a statement piece for your living room. This stool is a handy 2-in-1 piece: use it as extra seating, or as a surface to hold books, a stack of magazines, or even a pile of clothes for laundry day. Its sturdy build makes it just as useful indoors as it is on a balcony or patio. Why settle for a plain wall calendar when you can have one that doubles as decor? This interactive calendar lets you move rings around to track the day, date, and month adding a playful yet practical touch to your home. Mood lighting is a must-have in today’s interiors. This lamp makes it easy with two bulbs: an upward-facing, dimmable light to set the ambiance, and a lower, directional bulb designed specifically for reading. A mirror that’s simple yet elegant, it works with any interior design. Available in multiple sizes, it can be hung vertically or horizontally to suit your space. Use it on its own for a clean look, or group different sizes together for a striking effect. Beyond being decorative, mirrors also brighten up a room and, of course, come in handy for an OOTD check before heading out. Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. Subscribe to our newsletter! This is an information message We use cookies to enhance your experience. By continuing, you agree to our use of cookies.Learn more here.",Real,Inquirer
Carney seeks to warm up Canada-Mexico ties in face of US tariff threat,"Sign uphere. Reporting by David Ljunggren in Ottawa ; Editing by Nia Williams Our Standards:The Thomson Reuters Trust Principles., opens new tab Thomson Reuters Covers Canadian political, economic and general news as well as breaking news across North America, previously based in London and Moscow and a winner of Reuters’ Treasury scoop of the year.",Real,Reuters
A people raring to wage war on corruption,"A number of senators and congresspersons who are implicated in anomalous flood control projects have volunteered to execute waivers for the examination of their bank accounts. These are obvious attempts to show that they are clean, intended to banish widespread suspicion that they’re swimming in a sea of filthy money, and to dissipate public anger against them. A bank waiver will be a totally ineffective proof of innocence, however. As shown by the photos of mountains of cash presented by former Department of Public Works and Highways (DPWH) assistant district engineer Brice Hernandez of Bulacan in a recent congressional hearing, the “proponents” (i.e., senators and congresspersons) of public works projects are paid in bundles of cold cash. Only foolish lawmakers would deposit unexplained tens or hundreds of millions of pesos in their personal bank accounts. It would trigger an automatic red flag, which would require their depositary banks to mandatorily report the ”suspicious transaction” to the Anti-Money Laundering Council (AMLC). The heaps of cash will either be kept in secret vaults, deposited in a shell company’s bank account, transacted through casinos, or used to buy expensive watches, jewelry, bags, and cars, among others. It will also be useless to search for paper trails showing the names and signatures of senators and congresspersons that could serve as documentary evidence of their role in anomalous projects. No such documents exist because lawmakers operate in the shadows when it comes to infrastructure projects. What gives lawmakers the power to command a 10 to 30 percent cut in these projects is their ability to demand the replacement of the DPWH district engineer if the contractor of their choice is not made to win the project. The Independent Commission for Infrastructure (ICI), recently created by President Marcos, which has been tasked to check anomalies in government infrastructure projects, must include in its eventual recommendations a solution on how to free the DPWH from the grip of legislators. This is the root cause of the biggest chunk of corruption in government projects. For as long as the DPWH is not unshackled from its bondage to lawmakers in the implementation of public works projects, any recommended solution to address corruption in infrastructure projects will only be temporary, palliative, and eventually ineffective. Senators and congresspersons will always find a new way to demand and collect their pound of flesh if DPWH officials continue to owe their positions to lawmakers. It is also crucial that the ICI not limit its investigation only to flood control projects. The corruption anomalies extend to all kinds of DPWH projects, because lawmakers demand their percentage commission either from projects implemented in their districts or from those they sponsored during the national budget deliberations. In fact, there must be a comprehensive investigation into all national and local projects, once and for all, if a thorough cleansing can be had. If the investigation is merely confined to flood control projects, lawmakers will only shift the funds to non-flood control projects and continue demanding their lion’s share of the allotted public funds. The ICI must further investigate the fraudulent and unethical practice of lawmakers who put their names, pictures, or initials on public works projects. They make it appear that the funds to build public structures come from their own pockets, engendering lingering patronage. This rampant practice—claiming public projects as having been built personally by lawmakers and not by the people—must stop. In fact, the Marcos Jr. administration should launch a project to summarily and publicly remove all billboards and signage containing the names of politicians on government projects. This will generate a bonanza of popular goodwill for the current government. Congress has become the corruption behemoth that it is—a den of the biggest plunderers in our country—because it has been allowed to appropriate for its members executive powers in the implementation of public works projects. The level of corruption in the government has exponentially increased because of this unconstitutional invasion of the executive functions by members of Congress. If Mr. Marcos flexes his political muscle to push Congress back to the confines of its legislative domain and put a stop to its invasion of executive powers, he will secure a worthy legacy. It is the perfect time. He will have the overwhelming support of an outraged citizenry. It’s a very rare occurrence when a sitting president can have enraged citizens by his side. This chance has only happened in a time of war in our history. This time, the people are as mad as hell and are raring to wage a war on corruption. ————— Comments to fleamarketofideas@gmail.com Subscribe to our daily newsletter By providing an email address. I agree to theTerms of Useand acknowledge that I have read thePrivacy Policy. Subscribe to our newsletter! This is an information message We use cookies to enhance your experience. By continuing, you agree to our use of cookies.Learn more here.",Real,Inquirer
Gaza hit by telecoms blackout as Israeli tanks and infantry advance,"Sign uphere. Additional reporting by Maayan Lubell in Jerusalem; Writing by Estelle Shirbon; Editing by Sharon Singleton Our Standards:The Thomson Reuters Trust Principles., opens new tab Thomson Reuters A senior correspondent with nearly 25 years’ experience covering the Palestinian-Israeli conflict including several wars and the signing of the first historic peace accord between the two sides.",Real,Reuters
Charlie Kirk ‘Threatened’ During Hamptons ‘Intervention’ By Bill Ackman Weeks Before His Death,"Conservative commentator Candace Owens has alleged that Turning Point USA founder Charlie Kirk was pressured during a secretive“intervention”in the Hamptons hosted by billionaire hedge-fund manager Bill Ackman, only weeks before his assassination. On her podcast, Owens claimed that Kirk was offered“hundreds of millions of dollars”in funding from Israeli Prime Minister Benjamin Netanyahu’s government—money allegedly funneled through Ackman—on the condition that he reverse or soften his public criticisms of Israel. Owens characterized the encounter as less of a discussion than a“threat”and“reeducation camp.”. BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use “This wasn’t advice. This was pressure—and it came with the weight of billions behind it,”she told listeners. Kirk, who was fatally shot while addressing thousands of students at Utah State University, had grown increasingly outspoken about Israel’s treatment of Palestinians and U.S. foreign policy in the Middle East. In an unprecedented move for a sitting world leader, Netanyahu publicly denied that Israel had any involvement in Kirk’s killing. Rather than silencing speculation, the denial has only raised more questions about the depth of international interests in the case. Meanwhile, Ackman himself is under new scrutiny. Earlier, he published a sprawling 5,000-word tirade on Twitter aimed at Tucker Carlson, who had suggested that Ackman’s fortune is less the result of market genius and more tied to his close relationship with Netanyahu and his role as a financial power broker in U.S. politics. The lengthy defense, widely described online as a “meltdown,” did little to quiet critics. Instead, it highlighted Ackman’s defensiveness about his political entanglements at a moment when his name is suddenly surfacing in connection with Kirk’s assassination. Ackman has addressed Owens’ specific claim about the alleged Hamptons intervention, denying his alleged role in the conspiracy. For Kirk’s supporters, however, Owens’ bombshell and Ackman’s erratic response have only deepened suspicion that the conservative leader’s assassination was not the work of a lone gunman, but the culmination of pressure from some of the world’s most powerful elites. by Baxter Dmitry in News0",Fake,NewsPunch
Curlee Discaya held in contempt for lying about Sarah’s health,"MANILA, Philippines — Contractor Curlee Discaya was seemingly caught in a lie on the very first question he was asked in the Senate Blue Ribbon Committee hearing on Thursday, September 18, saying that his wife Sarah Discaya was absent due to being ill. “Hindi po siya makakarating dahil sa valid reason po,” Curlee said. (She could not come because of a valid reason.) Pressed for what the valid reason was, Curlee seemed uncertain, saying that Sarah had a “heart condition.” He said that Sarah sent an excuse letter to the committee but admitted he had not read it. An actual letter from Sarah stated that she was not sick at all. “Regrettably, I have an important meeting with my employees on the day of the hearing to explain the problem that the company is facing now and the effects this has on them. This meeting was already scheduled before I received the Honorable Committee's invitation this late afternoon and some of my employees will be coming from various places, thus, I can no longer cancel the meeting set for tomorrow,” Sarah said in her letter. Senators fumed at Curlee for seemingly lying about his wife’s absence. “With that letter, Mr. Discaya is lying that his wife is sick,” Sen. Kiko Pangilinan said. Sen. Erwin Tulfo also fumed, saying that Curlee disrespected the committee. “‘Di ba kayo nag-usap? (Didn’t you talk?)” Senators contemplated holding Curlee in contempt, but had him explain first why they should not do that. Curlee apologized, saying that Sarah had a history of diabetes and hypertension. Sen. Risa Hontiveros was quick to point out that the illnesses he was mentioning were starting to change. “Lalo siya nalulubog sa baha ng mga mali-maling sagot niya,” Hontiveros said. (He is sinking in his wrong answers.) Lacson issued Sarah a show cause order. Curlee and Sarah are tied to the top-earning government contractors in flood control projects. Several ghost flood control projects have been traced back to their firms. The two of them have implicated several House lawmakers in kickback schemes, but refused to name any senators.",Real,Philstar
Official Study: ‘mRNA Vaccines Deadliest Ever Created’,"Anew preprint studyby scientists from Children’s Health Defense (CHD) and the Brownstone Institute argues that serious safety risks tied to the Pfizer and AstraZeneca COVID-19 vaccines were visible in early data but overlooked — or ignored — in major peer-reviewed studies that promoted the shots as safe. The researchers contend these earlier studies were “biased by design,” raising troubling questions about transparency in vaccine safety research. Naturalnews.comreports: BYPASS THE CENSORSSign up to get unfiltered news delivered straight to your inbox. Sign up to get unfiltered news delivered straight to your inbox. You can unsubscribe any time. By subscribing you agree to ourTerms of Use Soon after the rollout of vaccines in 2020, large-scale studies in top journals such asNature Communications,The Lancet, andThe BMJconcluded the shots were effective and posed no major cardiovascular risks. Yet, over time, vaccine makers were forced to add warning labels for conditions like myocarditis and blood clotting — and AstraZeneca eventually withdrew its shot after acknowledging it could causethrombosis with thrombocytopenia syndrome(TTS), a rare but deadly condition. The new reanalysis, led by CHD senior scientistKarl Jablonowski, Ph.D., along with Dr. Clayton J. Baker and Brian Hooker, Ph.D., revisited U.K. government datasets used in five major vaccine safety studies. Instead of comparing vaccinated to unvaccinated groups — the approach taken in the original research — the team directly compared outcomes between the Pfizer and AstraZeneca vaccines. That shift revealed stark differences in safety profiles. According to their findings, recipients of AstraZeneca’s non-mRNA vaccine faced dramatically higher risks of severe cardiovascular events compared to Pfizer’s mRNA shot, including: Pfizer’s shot, by contrast, carried a heightened risk of myocarditis and pericarditis — conditions already widely acknowledged. Jablonowski emphasized that “mortality is the easiest number to count,” yet the widely citedNature Communicationspaper failed to include it, even though other studies using the same datasets documented consistently higher death rates among AstraZeneca recipients. Instead, Oxford University researchers behind that paper concluded the vaccines were broadly safe and even “reassuring” — a finding read more than 160,000 times and influential in shaping global policy. The reanalysis accuses the Oxford-led studies of employingdata adjustment methodsthat obscured risks by making the vaccinated appear healthier than the unvaccinated. When outcomes were compared across vaccine types rather than against the unvaccinated, nine out of 13 health conditions examined showed significantly worse results for AstraZeneca. Critics argue that these oversights had grave real-world consequences. By failing to disclose or emphasize comparative risks, earlier studies reinforced public confidence in a vaccine later linked to fatal complications. AstraZeneca officially withdrew its shot in 2024 but denied the decision was tied to safety issues. The CHD and Brownstone researchers conclude that the misleading presentation of vaccine safety data illustrates systemic flaws in modern medical research. They argue that pressure to promote a narrative of “safety and effectiveness” led to biased study design, withholding of critical information, and erosion of public trust. by Baxter Dmitry in News0",Fake,NewsPunch
